Data Type,cmdCode (한글),Qty (t),Unit Price ($PV/kg),Korea_Share_vs_Reporter,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,"Unit Price ($/KG)
Primary Value/netWgt"
,"121221 (건조김, 마른김)",0.05867,$26.48,,C,A,20210101,2021,52,2021,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58.67,FALSE,8,kg,59,FALSE,59,FALSE,0,FALSE,1553.597,,1553.597,0,FALSE,TRUE,$26.48
,"121221 (건조김, 마른김)",0.05867,$26.48,,C,A,20210101,2021,52,2021,20,AND,Andorra,M,Import,724,ESP,Spain,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58.67,FALSE,8,kg,59,FALSE,59,FALSE,0,FALSE,1553.597,,1553.597,0,TRUE,FALSE,$26.48
,"121221 (건조김, 마른김)",2.956123,$2.17,,C,A,20210101,2021,52,2021,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2956.123,FALSE,8,kg,"2,956",FALSE,"2,956",FALSE,0,FALSE,6404.418,,6404.418,0,FALSE,TRUE,$2.17
,"121221 (건조김, 마른김)",0.313123,$0.49,,C,A,20210101,2021,52,2021,24,AGO,Angola,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,313.123,FALSE,8,kg,313,FALSE,313,FALSE,0,FALSE,153.735,,153.735,0,FALSE,TRUE,$0.49
,"121221 (건조김, 마른김)",2.096,$0.17,,C,A,20210101,2021,52,2021,24,AGO,Angola,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2096,FALSE,8,kg,"2,096",FALSE,"2,096",FALSE,0,FALSE,357.672,,357.672,0,FALSE,TRUE,$0.17
,"121221 (건조김, 마른김)",0.547,$10.77,,C,A,20210101,2021,52,2021,24,AGO,Angola,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,547,FALSE,8,kg,547,FALSE,547,FALSE,0,FALSE,5893.012,,5893.012,0,FALSE,TRUE,$10.77
,"121221 (건조김, 마른김)",8.79554,$25.27,,C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8795.54,FALSE,8,kg,"8,796",FALSE,"8,796",FALSE,0,FALSE,222221.15,,222221.15,0,FALSE,TRUE,$25.27
,"121221 (건조김, 마른김)",1.22566,$18.61,,C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1225.66,FALSE,8,kg,"1,226",FALSE,"1,226",FALSE,0,FALSE,22806.97,,22806.97,0,FALSE,TRUE,$18.61
,"121221 (건조김, 마른김)",5.69423,$25.36,,C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5694.23,FALSE,8,kg,"5,694",FALSE,"5,694",FALSE,0,FALSE,144423.52,,144423.52,0,FALSE,TRUE,$25.36
,"121221 (건조김, 마른김)",1.87565,$29.32,,C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1875.65,FALSE,8,kg,"1,876",FALSE,"1,876",FALSE,0,FALSE,54990.66,,54990.66,0,FALSE,TRUE,$29.32
,"121221 (건조김, 마른김)",52.87778,$11.33,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,52877.78,FALSE,8,kg,"52,878",FALSE,"52,878",FALSE,0,FALSE,599090.37,551957.67,599090.37,0,FALSE,TRUE,$11.33
,"121221 (건조김, 마른김)",30,$11.55,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,152,CHL,Chile,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30000,FALSE,8,kg,"30,000",FALSE,"30,000",FALSE,0,FALSE,346379.5,336750,346379.5,0,FALSE,TRUE,$11.55
,"121221 (건조김, 마른김)",22.05778,$10.87,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22057.78,FALSE,8,kg,"22,058",FALSE,"22,058",FALSE,0,FALSE,239793.86,203308.64,239793.86,0,FALSE,TRUE,$10.87
,"121221 (건조김, 마른김)",0.3,$5.60,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,251,FRA,France,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,300,FALSE,8,kg,300,FALSE,300,FALSE,0,FALSE,1679.99,1641.2,1679.99,0,FALSE,TRUE,$5.60
,"121221 (건조김, 마른김)",0.46,$10.10,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,276,DEU,Germany,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,460,FALSE,8,kg,460,FALSE,460,FALSE,0,FALSE,4646.01,4543.03,4646.01,0,FALSE,TRUE,$10.10
,"121221 (건조김, 마른김)",0.06,$109.85,,C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60,FALSE,8,kg,60,FALSE,60,FALSE,0,FALSE,6591.01,5714.8,6591.01,0,FALSE,TRUE,$109.85
,"121221 (건조김, 마른김)",1543.752802,$15.57,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1543752.802,TRUE,8,kg,"1,543,684",FALSE,"1,543,753",TRUE,0,FALSE,24041125.94,22607043.23,24041125.94,6,FALSE,TRUE,$15.57
,"121221 (건조김, 마른김)",30,$7.05,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,32,ARG,Argentina,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30000,FALSE,8,kg,"30,000",FALSE,"30,000",FALSE,37520,FALSE,211495.243,199197.315,211495.243,0,FALSE,TRUE,$7.05
,"121221 (건조김, 마른김)",0.0018,$577.57,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,36,AUS,Australia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.8,FALSE,8,kg,2,FALSE,2,FALSE,2,FALSE,1039.629,903.965,1039.629,0,FALSE,TRUE,$577.57
,"121221 (건조김, 마른김)",65.4,$4.80,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,124,CAN,Canada,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,65400,FALSE,8,kg,"65,400",FALSE,"65,400",FALSE,66999,FALSE,313628.974,301975.407,313628.974,0,FALSE,TRUE,$4.80
,"121221 (건조김, 마른김)",5.02052,$1.15,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,152,CHL,Chile,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5020.52,FALSE,8,kg,"5,021",FALSE,"5,021",FALSE,0,FALSE,5782.624,5683.415,5782.624,0,FALSE,TRUE,$1.15
,"121221 (건조김, 마른김)",824.38315,$17.00,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,824383.15,FALSE,8,kg,"824,383",FALSE,"824,383",FALSE,0,FALSE,14015938.3,13482495.26,14015938.3,0,FALSE,TRUE,$17.00
,"121221 (건조김, 마른김)",0.63009,$159.59,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,208,DNK,Denmark,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,630.09,FALSE,8,kg,630,FALSE,630,FALSE,0,FALSE,100553.636,98101.878,100553.636,0,FALSE,TRUE,$159.59
,"121221 (건조김, 마른김)",16.89492,$6.51,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,251,FRA,France,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16894.92,FALSE,8,kg,"16,895",FALSE,"16,895",FALSE,0,FALSE,109922.482,105313.367,109922.482,0,FALSE,TRUE,$6.51
,"121221 (건조김, 마른김)",1.11,$23.33,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1110,FALSE,8,kg,"1,110",FALSE,"1,110",FALSE,0,FALSE,25892.963,25525.233,25892.963,0,FALSE,TRUE,$23.33
,"121221 (건조김, 마른김)",1.5,$7.50,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,360,IDN,Indonesia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500,FALSE,8,kg,"1,500",FALSE,"1,500",FALSE,1534,FALSE,11256.09,11044.796,11256.09,0,FALSE,TRUE,$7.50
,"121221 (건조김, 마른김)",5.750612,$72.44,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,372,IRL,Ireland,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5750.612,TRUE,8,kg,"5,682",FALSE,"5,751",TRUE,0,FALSE,416593.135,403067.36,416593.135,6,FALSE,TRUE,$72.44
,"121221 (건조김, 마른김)",150.06757,$9.92,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,392,JPN,Japan,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,150067.57,FALSE,8,kg,"150,068",FALSE,"150,068",FALSE,0,FALSE,1489255.373,1425210.416,1489255.373,0,FALSE,TRUE,$9.92
,"121221 (건조김, 마른김)",263.91867,$18.45,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,263918.67,FALSE,8,kg,"263,919",FALSE,"263,919",FALSE,0,FALSE,4868741.727,4265504.871,4868741.727,0,FALSE,TRUE,$18.45
,"121221 (건조김, 마른김)",15.4847,$18.22,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15484.7,FALSE,8,kg,"15,485",FALSE,"15,485",FALSE,0,FALSE,282151.385,269544.133,282151.385,0,FALSE,TRUE,$18.22
,"121221 (건조김, 마른김)",2.50895,$52.76,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,554,NZL,New Zealand,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2508.95,FALSE,8,kg,"2,509",FALSE,"2,509",FALSE,0,FALSE,132365.518,129893.846,132365.518,0,FALSE,TRUE,$52.76
,"121221 (건조김, 마른김)",15.06673,$13.35,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15066.73,FALSE,8,kg,"15,067",FALSE,"15,067",FALSE,15891.4,FALSE,201154.852,198163.455,201154.852,0,FALSE,TRUE,$13.35
,"121221 (건조김, 마른김)",0.007,$180.75,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7,FALSE,8,kg,7,FALSE,7,FALSE,12.4,FALSE,1265.256,1005.142,1265.256,0,FALSE,TRUE,$180.75
,"121221 (건조김, 마른김)",0.049,$18.54,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,662,LCA,Saint Lucia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,49,FALSE,8,kg,49,FALSE,49,FALSE,49,FALSE,908.657,826.052,908.657,0,FALSE,TRUE,$18.54
,"121221 (건조김, 마른김)",3.4702,$30.01,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,699,IND,India,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3470.2,FALSE,8,kg,"3,470",FALSE,"3,470",FALSE,0,FALSE,104132.879,99833.757,104132.879,0,FALSE,TRUE,$30.01
,"121221 (건조김, 마른김)",1.1814,$62.60,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1181.4,FALSE,8,kg,"1,181",FALSE,"1,181",FALSE,0,FALSE,73951.784,70852.555,73951.784,0,FALSE,TRUE,$62.60
,"121221 (건조김, 마른김)",0.098,$46.18,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,98,FALSE,8,kg,98,FALSE,98,FALSE,127.5,FALSE,4525.744,3583.483,4525.744,0,FALSE,TRUE,$46.18
,"121221 (건조김, 마른김)",0.3546,$26.16,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,724,ESP,Spain,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,354.6,FALSE,8,kg,355,FALSE,355,FALSE,23623,FALSE,9274.643,8488.036,9274.643,0,FALSE,TRUE,$26.16
,"121221 (건조김, 마른김)",1.4692,$78.39,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,752,SWE,Sweden,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1469.2,FALSE,8,kg,"1,469",FALSE,"1,469",FALSE,1828,FALSE,115170.294,113979.999,115170.294,0,FALSE,TRUE,$78.39
,"121221 (건조김, 마른김)",33.8506,$10.02,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,764,THA,Thailand,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33850.6,FALSE,8,kg,"33,851",FALSE,"33,851",FALSE,0,FALSE,339204.041,325450.445,339204.041,0,FALSE,TRUE,$10.02
,"121221 (건조김, 마른김)",99.81,$9.84,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,99810,FALSE,8,kg,"99,810",FALSE,"99,810",FALSE,155407.8,FALSE,981960.817,875777.237,981960.817,0,FALSE,TRUE,$9.84
,"121221 (건조김, 마른김)",5.72509,$39.29,,C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,842,USA,USA,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5725.09,FALSE,8,kg,"5,725",FALSE,"5,725",FALSE,0,FALSE,224959.894,185621.804,224959.894,0,FALSE,TRUE,$39.29
,"121221 (건조김, 마른김)",817.547838,$4.96,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,817547.838,TRUE,-1,N/A,0,FALSE,"817,548",TRUE,0,FALSE,4052281.195,,4052281.195,6,FALSE,TRUE,$4.96
,"121221 (건조김, 마른김)",0.185,$840.56,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,36,AUS,Australia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,185,FALSE,8,kg,185,FALSE,185,FALSE,0,FALSE,155503.148,,155503.148,0,TRUE,FALSE,$840.56
,"121221 (건조김, 마른김)",3.744,$6.36,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3744,FALSE,8,kg,"3,744",FALSE,"3,744",FALSE,0,FALSE,23795.552,,23795.552,0,TRUE,FALSE,$6.36
,"121221 (건조김, 마른김)",64.941,$29.04,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64941,FALSE,8,kg,"64,941",FALSE,"64,941",FALSE,0,FALSE,1885981.14,,1885981.14,0,TRUE,FALSE,$29.04
,"121221 (건조김, 마른김)",0.011,$42.69,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,203,CZE,Czechia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11,FALSE,8,kg,11,FALSE,11,FALSE,0,FALSE,469.548,,469.548,0,TRUE,FALSE,$42.69
,"121221 (건조김, 마른김)",0.261,$5.09,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,208,DNK,Denmark,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,261,FALSE,8,kg,261,FALSE,261,FALSE,0,FALSE,1328.217,,1328.217,0,TRUE,FALSE,$5.09
,"121221 (건조김, 마른김)",2.52,$12.40,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,251,FRA,France,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2520,FALSE,8,kg,"2,520",FALSE,"2,520",FALSE,0,FALSE,31250.364,,31250.364,0,TRUE,FALSE,$12.40
,"121221 (건조김, 마른김)",243.864,$3.37,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,276,DEU,Germany,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,243864,FALSE,8,kg,"243,864",FALSE,"243,864",FALSE,0,FALSE,822660.936,,822660.936,0,TRUE,FALSE,$3.37
,"121221 (건조김, 마른김)",0.001909,$4.96,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,308,GRD,Grenada,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.909,TRUE,-1,N/A,0,FALSE,2,TRUE,0,FALSE,9.462,,9.462,6,TRUE,FALSE,$4.96
,"121221 (건조김, 마른김)",0.5,$13.90,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,360,IDN,Indonesia,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,500,FALSE,8,kg,500,FALSE,500,FALSE,0,FALSE,6948.599,,6948.599,0,TRUE,FALSE,$13.90
,"121221 (건조김, 마른김)",352.02,$1.34,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,372,IRL,Ireland,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,352020,FALSE,8,kg,"352,020",FALSE,"352,020",FALSE,0,FALSE,472211.434,,472211.434,0,TRUE,FALSE,$1.34
,"121221 (건조김, 마른김)",3.885,$14.50,,C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,376,ISR,Israel,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3885,FALSE,8,kg,"3,885",FALSE,"3,885",FALSE,0,FALSE,56319.728,,56319.728,0,TRUE,FALSE,$14.50
