Data Type,cmdCode (한글),Qty (t),Unit Price ($PV/kg),Korea_Share_vs_Reporter,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,"Unit Price ($/KG)
Primary Value/netWgt"
,"200899 (구운김, 조미김)",187.928,$3.92,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,704,VNM,Viet Nam,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,187928,FALSE,8,kg,"187,928",FALSE,"187,928",FALSE,0,FALSE,736295.846,,736295.846,0,TRUE,FALSE,$3.92
,"200899 (구운김, 조미김)",214.877,$2.07,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,214877,FALSE,8,kg,"214,877",FALSE,"214,877",FALSE,0,FALSE,444301.303,,444301.303,0,TRUE,FALSE,$2.07
,"200899 (구운김, 조미김)",0.03397,$18.17,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,716,ZWE,Zimbabwe,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33.97,FALSE,8,kg,34,FALSE,34,FALSE,0,FALSE,617.076,,617.076,0,TRUE,FALSE,$18.17
,"200899 (구운김, 조미김)",274.426,$1.86,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,724,ESP,Spain,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,274426,FALSE,8,kg,"274,426",FALSE,"274,426",FALSE,0,FALSE,511725.241,,511725.241,0,TRUE,FALSE,$1.86
,"200899 (구운김, 조미김)",0.005,$331.44,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,757,CHE,Switzerland,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,8,kg,5,FALSE,5,FALSE,0,FALSE,1657.182,,1657.182,0,TRUE,FALSE,$331.44
,"200899 (구운김, 조미김)",1.82,$0.88,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,760,SYR,Syria,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1820,FALSE,8,kg,"1,820",FALSE,"1,820",FALSE,0,FALSE,1605.99,,1605.99,0,TRUE,FALSE,$0.88
,"200899 (구운김, 조미김)",723.978,$1.49,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,764,THA,Thailand,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,723978,FALSE,8,kg,"723,978",FALSE,"723,978",FALSE,0,FALSE,1079700.476,,1079700.476,0,TRUE,FALSE,$1.49
,"200899 (구운김, 조미김)",707.152,$2.95,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,792,TUR,Türkiye,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,707152,FALSE,8,kg,"707,152",FALSE,"707,152",FALSE,0,FALSE,2089613.02,,2089613.02,0,TRUE,FALSE,$2.95
,"200899 (구운김, 조미김)",0.338,$1.07,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,818,EGY,Egypt,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,338,FALSE,8,kg,338,FALSE,338,FALSE,0,FALSE,362.581,,362.581,0,TRUE,FALSE,$1.07
,"200899 (구운김, 조미김)",19.7269,$12.46,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19726.9,FALSE,8,kg,"19,727",FALSE,"19,727",FALSE,0,FALSE,245874.357,,245874.357,0,TRUE,FALSE,$12.46
,"200899 (구운김, 조미김)",772.504,$3.02,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,842,USA,USA,0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,772504,FALSE,8,kg,"772,504",FALSE,"772,504",FALSE,0,FALSE,2332909.999,,2332909.999,0,TRUE,FALSE,$3.02
,"200899 (구운김, 조미김)",0.715,$15.28,,C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,M,Import,899,_X ,"Areas, nes",0,W00,World,H6,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,715,FALSE,8,kg,715,FALSE,715,FALSE,0,FALSE,10927.025,,10927.025,0,TRUE,FALSE,$15.28
,"200899 (구운김, 조미김)",738.289,$1.60,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,738289,FALSE,8,kg,"738,289",FALSE,"738,289",FALSE,0,FALSE,1178802.439,,1178802.439,0,FALSE,TRUE,$1.60
,"200899 (구운김, 조미김)",8.91,$2.43,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,100,BGR,Bulgaria,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8910,FALSE,8,kg,"8,910",FALSE,"8,910",FALSE,0,FALSE,21642.244,,21642.244,0,TRUE,FALSE,$2.43
,"200899 (구운김, 조미김)",0.44,$1.45,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,440,FALSE,8,kg,440,FALSE,440,FALSE,0,FALSE,639.556,,639.556,0,TRUE,FALSE,$1.45
,"200899 (구운김, 조미김)",3,$0.87,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,218,ECU,Ecuador,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000,FALSE,8,kg,"3,000",FALSE,"3,000",FALSE,0,FALSE,2617.815,,2617.815,0,TRUE,FALSE,$0.87
,"200899 (구운김, 조미김)",5.44,$7.19,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,251,FRA,France,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5440,FALSE,8,kg,"5,440",FALSE,"5,440",FALSE,0,FALSE,39096.552,,39096.552,0,TRUE,FALSE,$7.19
,"200899 (구운김, 조미김)",0.003,$11.53,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,380,ITA,Italy,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,FALSE,8,kg,3,FALSE,3,FALSE,0,FALSE,34.587,,34.587,0,TRUE,FALSE,$11.53
,"200899 (구운김, 조미김)",0.026,$49.97,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26,FALSE,8,kg,26,FALSE,26,FALSE,0,FALSE,1299.349,,1299.349,0,TRUE,FALSE,$49.97
,"200899 (구운김, 조미김)",59.648,$2.46,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59648,FALSE,8,kg,"59,648",FALSE,"59,648",FALSE,0,FALSE,146884.481,,146884.481,0,TRUE,FALSE,$2.46
,"200899 (구운김, 조미김)",33.163,$2.00,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33163,FALSE,8,kg,"33,163",FALSE,"33,163",FALSE,0,FALSE,66486.781,,66486.781,0,TRUE,FALSE,$2.00
,"200899 (구운김, 조미김)",344,$1.27,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,699,IND,India,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,344000,FALSE,8,kg,"344,000",FALSE,"344,000",FALSE,0,FALSE,438314.163,,438314.163,0,TRUE,FALSE,$1.27
,"200899 (구운김, 조미김)",1.61,$3.17,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,724,ESP,Spain,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1610,FALSE,8,kg,"1,610",FALSE,"1,610",FALSE,0,FALSE,5108.863,,5108.863,0,TRUE,FALSE,$3.17
,"200899 (구운김, 조미김)",0.014,$6.75,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,757,CHE,Switzerland,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14,FALSE,8,kg,14,FALSE,14,FALSE,0,FALSE,94.443,,94.443,0,TRUE,FALSE,$6.75
,"200899 (구운김, 조미김)",0.305,$3.13,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,764,THA,Thailand,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,305,FALSE,8,kg,305,FALSE,305,FALSE,0,FALSE,954.443,,954.443,0,TRUE,FALSE,$3.13
,"200899 (구운김, 조미김)",281.73,$1.62,,C,A,20220101,2022,52,2022,788,TUN,Tunisia,M,Import,818,EGY,Egypt,0,W00,World,H5,HS,TRUE,"200899 (구운김, 조미김)","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,281730,FALSE,8,kg,"281,730",FALSE,"281,730",FALSE,0,FALSE,455629.162,,455629.162,0,TRUE,FALSE,$1.62
,"121221 (건조김, 마른김)",57.044,$21.74,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,57044,FALSE,8,kg,"57,044",FALSE,"57,044",FALSE,0,FALSE,1240016,1116943.96,1240016,0,FALSE,TRUE,$21.74
,"121221 (건조김, 마른김)",0.001,$10.00,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,36,AUS,Australia,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,10,9,10,0,FALSE,TRUE,$10.00
,"121221 (건조김, 마른김)",15.219,$24.18,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,156,CHN,China,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15219,FALSE,8,kg,"15,219",FALSE,"15,219",FALSE,0,FALSE,367956,322919,367956,0,FALSE,TRUE,$24.18
,"121221 (건조김, 마른김)",0.1,$28.62,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,372,IRL,Ireland,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100,FALSE,8,kg,100,FALSE,100,FALSE,0,FALSE,2862,2108,2862,0,FALSE,TRUE,$28.62
,"121221 (건조김, 마른김)",0.01,$287.30,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,392,JPN,Japan,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10,FALSE,8,kg,10,FALSE,10,FALSE,0,FALSE,2873,1950,2873,0,FALSE,TRUE,$287.30
,"121221 (건조김, 마른김)",41.694,$20.78,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41694,FALSE,8,kg,"41,694",FALSE,"41,694",FALSE,0,FALSE,866213,789862.7,866213,0,FALSE,TRUE,$20.78
,"121221 (건조김, 마른김)",0.001,$5.00,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,528,NLD,Netherlands,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,5,5.31,5,0,FALSE,TRUE,$5.00
,"121221 (건조김, 마른김)",0.015,$0.13,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,579,NOR,Norway,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15,FALSE,8,kg,15,FALSE,15,FALSE,0,FALSE,2,1.96,2,0,FALSE,TRUE,$0.13
,"121221 (건조김, 마른김)",0.001,$20.00,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,20,19,20,0,FALSE,TRUE,$20.00
,"121221 (건조김, 마른김)",0.002,$5.00,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,10,9,10,0,FALSE,TRUE,$5.00
,"121221 (건조김, 마른김)",0.001,$65.00,,C,A,20220101,2022,52,2022,792,TUR,Türkiye,M,Import,842,USA,USA,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,65,59.99,65,0,FALSE,TRUE,$65.00
,"121221 (건조김, 마른김)",10.84679,$13.31,,C,A,20220101,2022,52,2022,800,UGA,Uganda,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10846.79,FALSE,8,kg,"10,847",FALSE,"10,847",FALSE,0,FALSE,144340.38,,144340.38,0,FALSE,TRUE,$13.31
,"121221 (건조김, 마른김)",0.01554,$22.63,,C,A,20220101,2022,52,2022,800,UGA,Uganda,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15.54,FALSE,8,kg,16,FALSE,16,FALSE,0,FALSE,351.7,,351.7,0,TRUE,FALSE,$22.63
,"121221 (건조김, 마른김)",1.63,$0.59,,C,A,20220101,2022,52,2022,800,UGA,Uganda,M,Import,156,CHN,China,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1630,FALSE,8,kg,"1,630",FALSE,"1,630",FALSE,0,FALSE,954,,954,0,TRUE,FALSE,$0.59
,"121221 (건조김, 마른김)",2.88,$13.83,,C,A,20220101,2022,52,2022,800,UGA,Uganda,M,Import,608,PHL,Philippines,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2880,FALSE,8,kg,"2,880",FALSE,"2,880",FALSE,0,FALSE,39816.74,,39816.74,0,TRUE,FALSE,$13.83
,"121221 (건조김, 마른김)",6.32125,$16.33,,C,A,20220101,2022,52,2022,800,UGA,Uganda,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6321.25,FALSE,8,kg,"6,321",FALSE,"6,321",FALSE,0,FALSE,103217.94,,103217.94,0,TRUE,FALSE,$16.33
,"121221 (건조김, 마른김)",407.32659,$6.00,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,407326.59,FALSE,8,kg,"407,327",FALSE,"407,327",FALSE,0,FALSE,2445801.14,,2445801.14,0,FALSE,TRUE,$6.00
,"121221 (건조김, 마른김)",0.0086,$90.45,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8.6,FALSE,8,kg,9,FALSE,9,FALSE,0,FALSE,777.91,,777.91,0,FALSE,TRUE,$90.45
,"121221 (건조김, 마른김)",328.00074,$5.76,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,328000.74,FALSE,8,kg,"328,001",FALSE,"328,001",FALSE,0,FALSE,1889323.6,,1889323.6,0,FALSE,TRUE,$5.76
,"121221 (건조김, 마른김)",0.20214,$72.80,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,392,JPN,Japan,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,202.14,FALSE,8,kg,202,FALSE,202,FALSE,0,FALSE,14716.21,,14716.21,0,FALSE,TRUE,$72.80
,"121221 (건조김, 마른김)",77.83624,$5.54,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,77836.24,FALSE,8,kg,"77,836",FALSE,"77,836",FALSE,0,FALSE,431226.02,,431226.02,0,FALSE,TRUE,$5.54
,"121221 (건조김, 마른김)",0.001,$69.97,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,69.97,,69.97,0,FALSE,TRUE,$69.97
,"121221 (건조김, 마른김)",0.002,$18.13,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,579,NOR,Norway,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,36.26,,36.26,0,FALSE,TRUE,$18.13
,"121221 (건조김, 마른김)",0.0019,$69.18,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,699,IND,India,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.9,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,131.44,,131.44,0,FALSE,TRUE,$69.18
,"121221 (건조김, 마른김)",0.67235,$62.14,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,672.35,FALSE,8,kg,672,FALSE,672,FALSE,0,FALSE,41779.01,,41779.01,0,FALSE,TRUE,$62.14
,"121221 (건조김, 마른김)",0.60162,$112.60,,C,A,20220101,2022,52,2022,804,UKR,Ukraine,M,Import,842,USA,USA,0,W00,World,H5,HS,TRUE,"121221 (건조김, 마른김)","Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,601.62,FALSE,8,kg,602,FALSE,602,FALSE,0,FALSE,67740.72,,67740.72,0,FALSE,TRUE,$112.60
