Data Type,cmdCode (한글),Qty (t),Unit Price ($PV/kg),Korea_Share_vs_Reporter,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,"Unit Price ($/KG)
Primary Value/netWgt"
,"121221 (건조김, 마른김)",24419.5488,$10.39,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24419548.8,FALSE,8,kg,"24,419,549",FALSE,"24,419,549",FALSE,0,FALSE,,"$253,743,183.00","$253,743,183.00",0,FALSE,TRUE,$10.39
,"121221 (건조김, 마른김)",0.008,$20.38,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,16,ASM,American Samoa,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8,FALSE,8,kg,8,FALSE,8,FALSE,0,FALSE,,$163.00,$163.00,0,TRUE,FALSE,$20.38
,"121221 (건조김, 마른김)",0.17255,$25.44,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,32,ARG,Argentina,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,172.55,FALSE,8,kg,173,FALSE,173,FALSE,0,FALSE,,"$4,390.00","$4,390.00",0,TRUE,FALSE,$25.44
,"121221 (건조김, 마른김)",156.57246,$6.74,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,36,AUS,Australia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,156572.46,FALSE,8,kg,"156,572",FALSE,"156,572",FALSE,0,FALSE,,"$1,055,889.00","$1,055,889.00",0,TRUE,FALSE,$6.74
,"121221 (건조김, 마른김)",5.9812,$6.50,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,40,AUT,Austria,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5981.2,FALSE,8,kg,"5,981",FALSE,"5,981",FALSE,0,FALSE,,"$38,901.00","$38,901.00",0,TRUE,FALSE,$6.50
,"121221 (건조김, 마른김)",0.53554,$38.34,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,48,BHR,Bahrain,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,535.54,FALSE,8,kg,536,FALSE,536,FALSE,0,FALSE,,"$20,532.00","$20,532.00",0,TRUE,FALSE,$38.34
,"121221 (건조김, 마른김)",0.1076,$15.89,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,50,BGD,Bangladesh,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,107.6,FALSE,8,kg,108,FALSE,108,FALSE,0,FALSE,,"$1,710.00","$1,710.00",0,TRUE,FALSE,$15.89
,"121221 (건조김, 마른김)",0.12092,$53.25,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120.92,FALSE,8,kg,121,FALSE,121,FALSE,0,FALSE,,"$6,439.00","$6,439.00",0,TRUE,FALSE,$53.25
,"121221 (건조김, 마른김)",2.06668,$20.44,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,68,BOL,Bolivia (Plurinational State of),0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2066.68,FALSE,8,kg,"2,067",FALSE,"2,067",FALSE,0,FALSE,,"$42,253.00","$42,253.00",0,TRUE,FALSE,$20.44
,"121221 (건조김, 마른김)",53.5769,$19.09,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,76,BRA,Brazil,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,53576.9,FALSE,8,kg,"53,577",FALSE,"53,577",FALSE,0,FALSE,,"$1,022,860.00","$1,022,860.00",0,TRUE,FALSE,$19.09
,"121221 (건조김, 마른김)",0.33,$19.74,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,96,BRN,Brunei Darussalam,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,330,FALSE,8,kg,330,FALSE,330,FALSE,0,FALSE,,"$6,514.00","$6,514.00",0,TRUE,FALSE,$19.74
,"121221 (건조김, 마른김)",4.726962,$17.01,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,104,MMR,Myanmar,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4726.962,FALSE,8,kg,"4,727",FALSE,"4,727",FALSE,0,FALSE,,"$80,418.00","$80,418.00",0,TRUE,FALSE,$17.01
,"121221 (건조김, 마른김)",6.84425,$6.66,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,116,KHM,Cambodia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6844.25,FALSE,8,kg,"6,844",FALSE,"6,844",FALSE,0,FALSE,,"$45,590.00","$45,590.00",0,TRUE,FALSE,$6.66
,"121221 (건조김, 마른김)",136.87239,$7.31,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,124,CAN,Canada,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,136872.39,FALSE,8,kg,"136,872",FALSE,"136,872",FALSE,0,FALSE,,"$1,000,579.00","$1,000,579.00",0,TRUE,FALSE,$7.31
,"121221 (건조김, 마른김)",1.191377,$14.19,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,152,CHL,Chile,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1191.377,FALSE,8,kg,"1,191",FALSE,"1,191",FALSE,0,FALSE,,"$16,911.00","$16,911.00",0,TRUE,FALSE,$14.19
,"121221 (건조김, 마른김)",7214.893,$6.90,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,156,CHN,China,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7214893,FALSE,8,kg,"7,214,893",FALSE,"7,214,893",FALSE,0,FALSE,,"$49,767,405.00","$49,767,405.00",0,TRUE,FALSE,$6.90
,"121221 (건조김, 마른김)",4.3882,$25.46,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,170,COL,Colombia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4388.2,FALSE,8,kg,"4,388",FALSE,"4,388",FALSE,0,FALSE,,"$111,702.00","$111,702.00",0,TRUE,FALSE,$25.46
,"121221 (건조김, 마른김)",0.28,$16.09,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,196,CYP,Cyprus,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,280,FALSE,8,kg,280,FALSE,280,FALSE,0,FALSE,,"$4,506.00","$4,506.00",0,TRUE,FALSE,$16.09
,"121221 (건조김, 마른김)",2.4056,$10.93,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,203,CZE,Czechia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2405.6,FALSE,8,kg,"2,406",FALSE,"2,406",FALSE,0,FALSE,,"$26,287.00","$26,287.00",0,TRUE,FALSE,$10.93
,"121221 (건조김, 마른김)",0.0004,$10.00,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,208,DNK,Denmark,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.4,FALSE,8,kg,0,FALSE,0,FALSE,0,FALSE,,$4.00,$4.00,0,TRUE,FALSE,$10.00
,"121221 (건조김, 마른김)",0.4403,$4.54,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,214,DOM,Dominican Rep.,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,440.3,FALSE,8,kg,440,FALSE,440,FALSE,0,FALSE,,"$2,000.00","$2,000.00",0,TRUE,FALSE,$4.54
,"121221 (건조김, 마른김)",0.025,$2.00,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,242,FJI,Fiji,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25,FALSE,8,kg,25,FALSE,25,FALSE,0,FALSE,,$50.00,$50.00,0,TRUE,FALSE,$2.00
,"121221 (건조김, 마른김)",32.66579,$14.32,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,251,FRA,France,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32665.79,FALSE,8,kg,"32,666",FALSE,"32,666",FALSE,0,FALSE,,"$467,893.00","$467,893.00",0,TRUE,FALSE,$14.32
,"121221 (건조김, 마른김)",37.89957,$13.45,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,276,DEU,Germany,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37899.57,FALSE,8,kg,"37,900",FALSE,"37,900",FALSE,0,FALSE,,"$509,769.00","$509,769.00",0,TRUE,FALSE,$13.45
,"121221 (건조김, 마른김)",0.02385,$14.80,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,300,GRC,Greece,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23.85,FALSE,8,kg,24,FALSE,24,FALSE,0,FALSE,,$353.00,$353.00,0,TRUE,FALSE,$14.80
,"121221 (건조김, 마른김)",4.61932,$11.90,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,316,GUM,Guam,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4619.32,FALSE,8,kg,"4,619",FALSE,"4,619",FALSE,0,FALSE,,"$54,954.00","$54,954.00",0,TRUE,FALSE,$11.90
,"121221 (건조김, 마른김)",0.834202,$5.21,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,320,GTM,Guatemala,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,834.202,FALSE,8,kg,834,FALSE,834,FALSE,0,FALSE,,"$4,349.00","$4,349.00",0,TRUE,FALSE,$5.21
,"121221 (건조김, 마른김)",0.02,$1.50,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,324,GIN,Guinea,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,8,kg,20,FALSE,20,FALSE,0,FALSE,,$30.00,$30.00,0,TRUE,FALSE,$1.50
,"121221 (건조김, 마른김)",0.20291,$4.98,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,332,HTI,Haiti,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,202.91,FALSE,8,kg,203,FALSE,203,FALSE,0,FALSE,,"$1,010.00","$1,010.00",0,TRUE,FALSE,$4.98
,"121221 (건조김, 마른김)",34.882899,$11.82,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34882.899,FALSE,8,kg,"34,883",FALSE,"34,883",FALSE,0,FALSE,,"$412,302.00","$412,302.00",0,TRUE,FALSE,$11.82
,"121221 (건조김, 마른김)",0.51589,$13.84,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,348,HUN,Hungary,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,515.89,FALSE,8,kg,516,FALSE,516,FALSE,0,FALSE,,"$7,139.00","$7,139.00",0,TRUE,FALSE,$13.84
,"121221 (건조김, 마른김)",309.89586,$17.30,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,360,IDN,Indonesia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,309895.86,FALSE,8,kg,"309,896",FALSE,"309,896",FALSE,0,FALSE,,"$5,360,634.00","$5,360,634.00",0,TRUE,FALSE,$17.30
,"121221 (건조김, 마른김)",0.78958,$12.01,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,368,IRQ,Iraq,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,789.58,FALSE,8,kg,790,FALSE,790,FALSE,0,FALSE,,"$9,480.00","$9,480.00",0,TRUE,FALSE,$12.01
,"121221 (건조김, 마른김)",0.0378,$12.43,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,372,IRL,Ireland,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37.8,FALSE,8,kg,38,FALSE,38,FALSE,0,FALSE,,$470.00,$470.00,0,TRUE,FALSE,$12.43
,"121221 (건조김, 마른김)",2.2275,$39.26,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,376,ISR,Israel,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2227.5,FALSE,8,kg,"2,228",FALSE,"2,228",FALSE,0,FALSE,,"$87,450.00","$87,450.00",0,TRUE,FALSE,$39.26
,"121221 (건조김, 마른김)",1.1467,$29.85,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,380,ITA,Italy,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1146.7,FALSE,8,kg,"1,147",FALSE,"1,147",FALSE,0,FALSE,,"$34,225.00","$34,225.00",0,TRUE,FALSE,$29.85
,"121221 (건조김, 마른김)",0.016,$17.38,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,384,CIV,Côte d'Ivoire,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16,FALSE,8,kg,16,FALSE,16,FALSE,0,FALSE,,$278.00,$278.00,0,TRUE,FALSE,$17.38
,"121221 (건조김, 마른김)",7951.719,$9.46,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,392,JPN,Japan,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7951719,FALSE,8,kg,"7,951,719",FALSE,"7,951,719",FALSE,0,FALSE,,"$75,185,502.00","$75,185,502.00",0,TRUE,FALSE,$9.46
,"121221 (건조김, 마른김)",14.01721,$20.22,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,398,KAZ,Kazakhstan,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14017.21,FALSE,8,kg,"14,017",FALSE,"14,017",FALSE,0,FALSE,,"$283,424.00","$283,424.00",0,TRUE,FALSE,$20.22
,"121221 (건조김, 마른김)",12.38025,$6.31,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,404,KEN,Kenya,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12380.25,FALSE,8,kg,"12,380",FALSE,"12,380",FALSE,0,FALSE,,"$78,115.00","$78,115.00",0,TRUE,FALSE,$6.31
,"121221 (건조김, 마른김)",0.62169,$18.28,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,414,KWT,Kuwait,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,621.69,FALSE,8,kg,622,FALSE,622,FALSE,0,FALSE,,"$11,362.00","$11,362.00",0,TRUE,FALSE,$18.28
,"121221 (건조김, 마른김)",1.44675,$17.24,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,417,KGZ,Kyrgyzstan,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1446.75,FALSE,8,kg,"1,447",FALSE,"1,447",FALSE,0,FALSE,,"$24,948.00","$24,948.00",0,TRUE,FALSE,$17.24
,"121221 (건조김, 마른김)",1.3594,$16.09,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,418,LAO,Lao People's Dem. Rep.,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1359.4,FALSE,8,kg,"1,359",FALSE,"1,359",FALSE,0,FALSE,,"$21,874.00","$21,874.00",0,TRUE,FALSE,$16.09
,"121221 (건조김, 마른김)",0.05838,$13.94,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58.38,FALSE,8,kg,58,FALSE,58,FALSE,0,FALSE,,$814.00,$814.00,0,TRUE,FALSE,$13.94
,"121221 (건조김, 마른김)",0.23947,$10.75,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,434,LBY,Libya,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,239.47,FALSE,8,kg,239,FALSE,239,FALSE,0,FALSE,,"$2,575.00","$2,575.00",0,TRUE,FALSE,$10.75
,"121221 (건조김, 마른김)",81.2268,$17.86,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,440,LTU,Lithuania,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,81226.8,FALSE,8,kg,"81,227",FALSE,"81,227",FALSE,0,FALSE,,"$1,450,720.00","$1,450,720.00",0,TRUE,FALSE,$17.86
,"121221 (건조김, 마른김)",0.56,$6.16,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,446,MAC,"China, Macao SAR",0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,560,FALSE,8,kg,560,FALSE,560,FALSE,0,FALSE,,"$3,451.00","$3,451.00",0,TRUE,FALSE,$6.16
,"121221 (건조김, 마른김)",22.06651,$15.65,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,458,MYS,Malaysia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22066.51,FALSE,8,kg,"22,067",FALSE,"22,067",FALSE,0,FALSE,,"$345,410.00","$345,410.00",0,TRUE,FALSE,$15.65
,"121221 (건조김, 마른김)",0.0135,$18.74,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,470,MLT,Malta,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13.5,FALSE,8,kg,14,FALSE,14,FALSE,0,FALSE,,$253.00,$253.00,0,TRUE,FALSE,$18.74
,"121221 (건조김, 마른김)",112.24076,$20.37,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,484,MEX,Mexico,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,112240.76,FALSE,8,kg,"112,241",FALSE,"112,241",FALSE,0,FALSE,,"$2,286,334.00","$2,286,334.00",0,TRUE,FALSE,$20.37
,"121221 (건조김, 마른김)",799.2782,$18.79,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,799278.2,FALSE,8,kg,"799,278",FALSE,"799,278",FALSE,0,FALSE,,"$15,019,563.00","$15,019,563.00",0,TRUE,FALSE,$18.79
,"121221 (건조김, 마른김)",185.84205,$9.38,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,496,MNG,Mongolia,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,185842.05,FALSE,8,kg,"185,842",FALSE,"185,842",FALSE,0,FALSE,,"$1,743,588.00","$1,743,588.00",0,TRUE,FALSE,$9.38
,"121221 (건조김, 마른김)",3.1855,$23.81,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,498,MDA,Rep. of Moldova,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3185.5,FALSE,8,kg,"3,186",FALSE,"3,186",FALSE,0,FALSE,,"$75,858.00","$75,858.00",0,TRUE,FALSE,$23.81
,"121221 (건조김, 마른김)",0.0132,$75.61,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,504,MAR,Morocco,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13.2,FALSE,8,kg,13,FALSE,13,FALSE,0,FALSE,,$998.00,$998.00,0,TRUE,FALSE,$75.61
,"121221 (건조김, 마른김)",51.9103,$9.29,,C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,528,NLD,Netherlands,0,W00,World,H5,HS,TRUE,121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51910.3,FALSE,8,kg,"51,910",FALSE,"51,910",FALSE,0,FALSE,,"$482,370.00","$482,370.00",0,TRUE,FALSE,$9.29
