typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,"Unit Price ($/kg)
PrimaryValue/weight"
C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200,FALSE,8,kg,200,FALSE,200,FALSE,0,FALSE,"$1,265.62 ",,"$1,265.62 ",0,FALSE,TRUE,$6.33 
C,A,20210101,2021,52,2021,31,AZE,Azerbaijan,M,Import,764,THA,Thailand,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,250,FALSE,8,kg,250,FALSE,250,FALSE,0,FALSE,"$1,846.88 ",,"$1,846.88 ",0,FALSE,TRUE,$7.39 
C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26.47,FALSE,8,kg,26.47,FALSE,26,FALSE,0,FALSE,"$2,150.89 ","$1,832.22 ","$2,150.89 ",0,FALSE,TRUE,$81.26 
C,A,20210101,2021,52,2021,32,ARG,Argentina,M,Import,842,USA,USA,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26.47,FALSE,8,kg,26.47,FALSE,26,FALSE,0,FALSE,"$2,150.89 ","$1,832.22 ","$2,150.89 ",0,FALSE,TRUE,$81.26 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58520.05,FALSE,8,kg,58520.05,FALSE,"58,520",FALSE,0,FALSE,"$2,110,631.37 ","$2,094,938.10 ","$2,110,631.37 ",0,FALSE,TRUE,$36.07 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,36,AUS,Australia,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200,FALSE,8,kg,200,FALSE,200,FALSE,0,FALSE,"$10,914.92 ","$10,821.03 ","$10,914.92 ",0,FALSE,TRUE,$54.57 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5586.25,FALSE,8,kg,5586.25,FALSE,"5,586",FALSE,0,FALSE,"$83,221.55 ","$77,839.48 ","$83,221.55 ",0,FALSE,TRUE,$14.90 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,112.5,FALSE,8,kg,112.5,FALSE,113,FALSE,0,FALSE,"$1,752.49 ","$1,696.95 ","$1,752.49 ",0,FALSE,TRUE,$15.58 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,540,NCL,New Caledonia,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2151.7,FALSE,8,kg,2151.7,FALSE,"2,152",FALSE,2151.7,FALSE,"$226,691.50 ","$224,243.97 ","$226,691.50 ",0,FALSE,TRUE,$105.35 
C,A,20210101,2021,52,2021,36,AUS,Australia,M,Import,554,NZL,New Zealand,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50469.6,FALSE,8,kg,50469.6,FALSE,"50,470",FALSE,0,FALSE,"$1,788,050.92 ","$1,780,336.67 ","$1,788,050.92 ",0,FALSE,TRUE,$35.43 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6951,FALSE,8,kg,6951,FALSE,"6,951",FALSE,0,FALSE,"$97,639.94 ",,"$97,639.94 ",0,FALSE,TRUE,$14.05 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,156,CHN,China,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30,FALSE,8,kg,30,FALSE,30,FALSE,0,FALSE,$475.46 ,,$475.46 ,0,TRUE,FALSE,$15.85 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,208,DNK,Denmark,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1682,FALSE,8,kg,1682,FALSE,"1,682",FALSE,0,FALSE,"$12,814.99 ",,"$12,814.99 ",0,TRUE,FALSE,$7.62 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,251,FRA,France,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14,FALSE,8,kg,14,FALSE,14,FALSE,0,FALSE,$95.80 ,,$95.80 ,0,TRUE,FALSE,$6.84 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,276,DEU,Germany,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3589,FALSE,8,kg,3589,FALSE,"3,589",FALSE,0,FALSE,"$44,186.00 ",,"$44,186.00 ",0,TRUE,FALSE,$12.31 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,380,ITA,Italy,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19,FALSE,8,kg,19,FALSE,19,FALSE,0,FALSE,$197.52 ,,$197.52 ,0,TRUE,FALSE,$10.40 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,699,IND,India,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,8,kg,4,FALSE,4,FALSE,0,FALSE,$30.75 ,,$30.75 ,0,TRUE,FALSE,$7.69 
C,A,20210101,2021,52,2021,40,AUT,Austria,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,TRUE,030781 (건조),"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50,FALSE,8,kg,50,FALSE,50,FALSE,0,FALSE,$329.99 ,,$329.99 ,0,TRUE,FALSE,$6.60 
