item_label,record_count,total_val_usd,total_qty_tons,mean_unit_price,median_unit_price,std_unit_price,val_share_pct,qty_share_pct
마른김 (HS 121221),459,1921931252.0,138706.625747,19.633899782135074,16.04,19.25993414170394,39.84196223626412,51.456412981902844
조미김 (HS 200899),600,2901955786.0,130854.771383,25.496216666666665,24.955,15.796978436796385,60.15803776373587,48.543587018097156
