수집 구동 시기 (Execution Timestamp),참조 HS Code 표 수,이번 실행 발견 국가 수,신규 후보국 수 (New),누적 총 후보국 수 (Total Accumulated),상태 (Status)
2026-07-31 13:55:51,4,22,22,22,정상 완료 (Success)
