year,exporter,importer,hs_code,trade_value,trade_weight,unit_price
2023,,,030781,40.784,1.0,40.784
2023,,,030781,40.784,1.0,40.784
2023,,,030781,194.57,3.0,64.85666666666667
2023,,,030781,194.57,3.0,64.85666666666667
2023,,,030781,14835.005,362.0,40.98067679558011
2023,,,030781,14835.005,362.0,40.98067679558011
2023,,,030781,14579.826,500.0,29.159651999999998
2023,,,030781,1.507,1.0,1.507
2023,,,030781,4372.91,81.6,53.58958333333334
2023,,,030781,4372.91,81.6,53.58958333333334
2023,,,030781,4372.91,81.6,53.58958333333334
